0	0	0	0	0	5	6	7	1
1	0	0	1	0	5	6	7	1
2	0	0	2	0	5	6	7	1
3	0	0	3	0	5	6	7	1
4	0	0	4	0	5	6	7	1
5	0	0	5	0	5	6	7	1
6	0	0	6	0	5	6	7	1
7	0	1	0	0	5	6	7	1
8	0	1	1	0	5	6	7	1
9	0	1	2	0	5	6	7	1
10	0	1	3	0	5	6	7	1
11	0	1	4	0	5	6	7	1
12	0	1	5	0	5	6	7	1
13	0	1	6	0	5	6	7	1
14	0	2	0	0	5	6	7	1
15	0	2	1	0	5	6	7	1
16	0	2	2	0	5	6	7	1
17	0	2	3	0	5	6	7	1
18	0	2	4	0	5	6	7	1
19	0	2	5	0	5	6	7	1
20	0	2	6	0	5	6	7	1
21	0	3	0	0	5	6	7	1
22	0	3	1	0	5	6	7	1
23	0	3	2	0	5	6	7	1
24	0	3	3	0	5	6	7	1
25	0	3	4	0	5	6	7	1
26	0	3	5	0	5	6	7	1
27	0	3	6	0	5	6	7	1
28	0	4	0	0	5	6	7	1
29	0	4	1	0	5	6	7	1
30	0	4	2	0	5	6	7	1
31	0	4	3	0	5	6	7	1
32	0	4	4	0	5	6	7	1
33	0	4	5	0	5	6	7	1
34	0	4	6	0	5	6	7	1
35	0	5	0	0	5	6	7	1
36	0	5	1	0	5	6	7	1
37	0	5	2	0	5	6	7	1
38	0	5	3	0	5	6	7	1
39	0	5	4	0	5	6	7	1
40	0	5	5	0	5	6	7	1
41	0	5	6	0	5	6	7	1
42	1	0	0	0	5	6	7	1
43	1	0	1	0	5	6	7	1
44	1	0	2	0	5	6	7	1
45	1	0	3	0	5	6	7	1
46	1	0	4	0	5	6	7	1
47	1	0	5	0	5	6	7	1
48	1	0	6	0	5	6	7	1
49	1	1	0	0	5	6	7	1
50	1	1	1	0	5	6	7	1
51	1	1	2	0	5	6	7	1
52	1	1	3	0	5	6	7	1
53	1	1	4	0	5	6	7	1
54	1	1	5	0	5	6	7	1
55	1	1	6	0	5	6	7	1
56	1	2	0	0	5	6	7	1
57	1	2	1	0	5	6	7	1
58	1	2	2	0	5	6	7	1
59	1	2	3	0	5	6	7	1
60	1	2	4	0	5	6	7	1
61	1	2	5	0	5	6	7	1
62	1	2	6	0	5	6	7	1
63	1	3	0	0	5	6	7	1
64	1	3	1	0	5	6	7	1
65	1	3	2	0	5	6	7	1
66	1	3	3	0	5	6	7	1
67	1	3	4	0	5	6	7	1
68	1	3	5	0	5	6	7	1
69	1	3	6	0	5	6	7	1
70	1	4	0	0	5	6	7	1
71	1	4	1	0	5	6	7	1
72	1	4	2	0	5	6	7	1
73	1	4	3	0	5	6	7	1
74	1	4	4	0	5	6	7	1
75	1	4	5	0	5	6	7	1
76	1	4	6	0	5	6	7	1
77	1	5	0	0	5	6	7	1
78	1	5	1	0	5	6	7	1
79	1	5	2	0	5	6	7	1
80	1	5	3	0	5	6	7	1
81	1	5	4	0	5	6	7	1
82	1	5	5	0	5	6	7	1
83	1	5	6	0	5	6	7	1
84	2	0	0	0	5	6	7	1
85	2	0	1	0	5	6	7	1
86	2	0	2	0	5	6	7	1
87	2	0	3	0	5	6	7	1
88	2	0	4	0	5	6	7	1
89	2	0	5	0	5	6	7	1
90	2	0	6	0	5	6	7	1
91	2	1	0	0	5	6	7	1
92	2	1	1	0	5	6	7	1
93	2	1	2	0	5	6	7	1
94	2	1	3	0	5	6	7	1
95	2	1	4	0	5	6	7	1
96	2	1	5	0	5	6	7	1
97	2	1	6	0	5	6	7	1
98	2	2	0	0	5	6	7	1
99	2	2	1	0	5	6	7	1
100	2	2	2	0	5	6	7	1
101	2	2	3	0	5	6	7	1
102	2	2	4	0	5	6	7	1
103	2	2	5	0	5	6	7	1
104	2	2	6	0	5	6	7	1
105	2	3	0	0	5	6	7	1
106	2	3	1	0	5	6	7	1
107	2	3	2	0	5	6	7	1
108	2	3	3	0	5	6	7	1
109	2	3	4	0	5	6	7	1
110	2	3	5	0	5	6	7	1
111	2	3	6	0	5	6	7	1
112	2	4	0	0	5	6	7	1
113	2	4	1	0	5	6	7	1
114	2	4	2	0	5	6	7	1
115	2	4	3	0	5	6	7	1
116	2	4	4	0	5	6	7	1
117	2	4	5	0	5	6	7	1
118	2	4	6	0	5	6	7	1
119	2	5	0	0	5	6	7	1
120	2	5	1	0	5	6	7	1
121	2	5	2	0	5	6	7	1
122	2	5	3	0	5	6	7	1
123	2	5	4	0	5	6	7	1
124	2	5	5	0	5	6	7	1
125	2	5	6	0	5	6	7	1
126	3	0	0	0	5	6	7	1
127	3	0	1	0	5	6	7	1
128	3	0	2	0	5	6	7	1
129	3	0	3	0	5	6	7	1
130	3	0	4	0	5	6	7	1
131	3	0	5	0	5	6	7	1
132	3	0	6	0	5	6	7	1
133	3	1	0	0	5	6	7	1
134	3	1	1	0	5	6	7	1
135	3	1	2	0	5	6	7	1
136	3	1	3	0	5	6	7	1
137	3	1	4	0	5	6	7	1
138	3	1	5	0	5	6	7	1
139	3	1	6	0	5	6	7	1
140	3	2	0	0	5	6	7	1
141	3	2	1	0	5	6	7	1
142	3	2	2	0	5	6	7	1
143	3	2	3	0	5	6	7	1
144	3	2	4	0	5	6	7	1
145	3	2	5	0	5	6	7	1
146	3	2	6	0	5	6	7	1
147	3	3	0	0	5	6	7	1
148	3	3	1	0	5	6	7	1
149	3	3	2	0	5	6	7	1
150	3	3	3	0	5	6	7	1
151	3	3	4	0	5	6	7	1
152	3	3	5	0	5	6	7	1
153	3	3	6	0	5	6	7	1
154	3	4	0	0	5	6	7	1
155	3	4	1	0	5	6	7	1
156	3	4	2	0	5	6	7	1
157	3	4	3	0	5	6	7	1
158	3	4	4	0	5	6	7	1
159	3	4	5	0	5	6	7	1
160	3	4	6	0	5	6	7	1
161	3	5	0	0	5	6	7	1
162	3	5	1	0	5	6	7	1
163	3	5	2	0	5	6	7	1
164	3	5	3	0	5	6	7	1
165	3	5	4	0	5	6	7	1
166	3	5	5	0	5	6	7	1
167	3	5	6	0	5	6	7	1
168	4	0	0	0	5	6	7	1
169	4	0	1	0	5	6	7	1
170	4	0	2	0	5	6	7	1
171	4	0	3	0	5	6	7	1
172	4	0	4	0	5	6	7	1
173	4	0	5	0	5	6	7	1
174	4	0	6	0	5	6	7	1
175	4	1	0	0	5	6	7	1
176	4	1	1	0	5	6	7	1
177	4	1	2	0	5	6	7	1
178	4	1	3	0	5	6	7	1
179	4	1	4	0	5	6	7	1
180	4	1	5	0	5	6	7	1
181	4	1	6	0	5	6	7	1
182	4	2	0	0	5	6	7	1
183	4	2	1	0	5	6	7	1
184	4	2	2	0	5	6	7	1
185	4	2	3	0	5	6	7	1
186	4	2	4	0	5	6	7	1
187	4	2	5	0	5	6	7	1
188	4	2	6	0	5	6	7	1
189	4	3	0	0	5	6	7	1
190	4	3	1	0	5	6	7	1
191	4	3	2	0	5	6	7	1
192	4	3	3	0	5	6	7	1
193	4	3	4	0	5	6	7	1
194	4	3	5	0	5	6	7	1
195	4	3	6	0	5	6	7	1
196	4	4	0	0	5	6	7	1
197	4	4	1	0	5	6	7	1
198	4	4	2	0	5	6	7	1
199	4	4	3	0	5	6	7	1
200	4	4	4	0	5	6	7	1
201	4	4	5	0	5	6	7	1
202	4	4	6	0	5	6	7	1
203	4	5	0	0	5	6	7	1
204	4	5	1	0	5	6	7	1
205	4	5	2	0	5	6	7	1
206	4	5	3	0	5	6	7	1
207	4	5	4	0	5	6	7	1
208	4	5	5	0	5	6	7	1
209	4	5	6	0	5	6	7	1
